"participant","age","age_bin","education","sex","subject","scenario","fitted_model","summed_nLL","rounds"
28,43,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",28,"NoMemory","GP",761.129385328497,7
28,43,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",28,"NoMemory","recency",600.211268877032,7
28,43,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",28,"NoMemory","surprise+",679.946166943262,7
28,43,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",28,"NoMemory","surprise+_static",2188.64442716431,21
29,40,"38-47","Undergraduate degree (BA/BSc/other)","Male",29,"Memory","full",532.635535273365,7
29,40,"38-47","Undergraduate degree (BA/BSc/other)","Male",29,"Memory","GP",578.678797995959,7
29,40,"38-47","Undergraduate degree (BA/BSc/other)","Male",29,"Memory","recency",518.241495550963,7
29,40,"38-47","Undergraduate degree (BA/BSc/other)","Male",29,"Memory","surprise+",517.073874535659,7
29,40,"38-47","Undergraduate degree (BA/BSc/other)","Male",29,"Memory","surprise+_static",1572.47197878213,21
29,40,"38-47","Undergraduate degree (BA/BSc/other)","Male",29,"NoMemory","full",512.719142643499,7
29,40,"38-47","Undergraduate degree (BA/BSc/other)","Male",29,"NoMemory","GP",543.45431023854,7
29,40,"38-47","Undergraduate degree (BA/BSc/other)","Male",29,"NoMemory","recency",528.508185768152,7
29,40,"38-47","Undergraduate degree (BA/BSc/other)","Male",29,"NoMemory","surprise+",528.015488401346,7
29,40,"38-47","Undergraduate degree (BA/BSc/other)","Male",29,"NoMemory","surprise+_static",1495.58432088517,21
30,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",30,"Memory","full",637.479512084008,7
30,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",30,"Memory","GP",697.719578070113,7
30,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",30,"Memory","recency",587.33818621407,7
30,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",30,"Memory","surprise+",716.850117989328,7
30,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",30,"Memory","surprise+_static",1983.67980873393,21
30,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",30,"NoMemory","full",534.003785589143,7
30,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",30,"NoMemory","GP",542.93495520481,7
30,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",30,"NoMemory","recency",611.545701613327,7
30,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",30,"NoMemory","surprise+",597.907000701166,7
30,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",30,"NoMemory","surprise+_static",1552.88185465557,21
31,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",31,"Memory","full",508.176781881303,7
31,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",31,"Memory","GP",484.704266745332,7
31,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",31,"Memory","recency",481.921648990521,7
31,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",31,"Memory","surprise+",490.718344671536,7
31,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",31,"Memory","surprise+_static",1474.98144219776,21
31,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",31,"NoMemory","full",598.333427841443,7
31,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",31,"NoMemory","GP",562.133036944091,7
31,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",31,"NoMemory","recency",591.456861263165,7
31,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",31,"NoMemory","surprise+",576.012010819714,7
31,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",31,"NoMemory","surprise+_static",1702.94145415965,21
32,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",32,"Memory","full",512.705001254894,7
32,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",32,"Memory","GP",483.600709630601,7
32,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",32,"Memory","recency",508.598282600805,7
32,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",32,"Memory","surprise+",514.921457667338,7
32,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",32,"Memory","surprise+_static",1621.38951984455,21
32,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",32,"NoMemory","full",534.445273039532,7
32,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",32,"NoMemory","GP",501.155487650721,7
32,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",32,"NoMemory","recency",528.834542988709,7
32,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",32,"NoMemory","surprise+",529.41938237716,7
32,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",32,"NoMemory","surprise+_static",1620.76137679234,21
33,23,"18-27","Secondary education (e.g. GED/GCSE)","Female",33,"Memory","full",639.163748457075,7
33,23,"18-27","Secondary education (e.g. GED/GCSE)","Female",33,"Memory","GP",730.766266737764,7
33,23,"18-27","Secondary education (e.g. GED/GCSE)","Female",33,"Memory","recency",638.872018819539,7
33,23,"18-27","Secondary education (e.g. GED/GCSE)","Female",33,"Memory","surprise+",704.329097776562,7
33,23,"18-27","Secondary education (e.g. GED/GCSE)","Female",33,"Memory","surprise+_static",2096.61023469321,21
33,23,"18-27","Secondary education (e.g. GED/GCSE)","Female",33,"NoMemory","full",639.735656874726,7
33,23,"18-27","Secondary education (e.g. GED/GCSE)","Female",33,"NoMemory","GP",695.059184964701,7
33,23,"18-27","Secondary education (e.g. GED/GCSE)","Female",33,"NoMemory","recency",627.035311050392,7
33,23,"18-27","Secondary education (e.g. GED/GCSE)","Female",33,"NoMemory","surprise+",704.474104724203,7
33,23,"18-27","Secondary education (e.g. GED/GCSE)","Female",33,"NoMemory","surprise+_static",1962.0029548845,21
34,41,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",34,"Memory","full",571.285557997785,7
34,41,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",34,"Memory","GP",713.470827950049,7
34,41,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",34,"Memory","recency",567.966463745661,7
34,41,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",34,"Memory","surprise+",753.52763915309,7
34,41,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",34,"Memory","surprise+_static",2054.14505911954,21
34,41,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",34,"NoMemory","full",629.38286727064,7
34,41,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",34,"NoMemory","GP",663.445070875294,7
34,41,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",34,"NoMemory","recency",621.113595661746,7
34,41,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",34,"NoMemory","surprise+",695.412859898087,7
34,41,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",34,"NoMemory","surprise+_static",1947.63530314211,21
35,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",35,"Memory","full",601.021843692217,7
35,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",35,"Memory","GP",715.890688472066,7
35,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",35,"Memory","recency",568.8066621711,7
35,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",35,"Memory","surprise+",733.147317925314,7
35,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",35,"Memory","surprise+_static",1964.96037418497,21
35,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",35,"NoMemory","full",524.818668969148,7
35,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",35,"NoMemory","GP",582.99374246585,7
35,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",35,"NoMemory","recency",592.898353226083,7
35,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",35,"NoMemory","surprise+",565.525602189528,7
35,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",35,"NoMemory","surprise+_static",1874.79447964417,21
36,26,"18-27","High school diploma/A-levels","Female",36,"Memory","full",529.922068692057,7
36,26,"18-27","High school diploma/A-levels","Female",36,"Memory","GP",718.685693129732,7
36,26,"18-27","High school diploma/A-levels","Female",36,"Memory","recency",547.763673595609,7
36,26,"18-27","High school diploma/A-levels","Female",36,"Memory","surprise+",631.519085686312,7
36,26,"18-27","High school diploma/A-levels","Female",36,"Memory","surprise+_static",1750.24447134296,21
36,26,"18-27","High school diploma/A-levels","Female",36,"NoMemory","full",603.615882221675,7
36,26,"18-27","High school diploma/A-levels","Female",36,"NoMemory","GP",700.828704118825,7
36,26,"18-27","High school diploma/A-levels","Female",36,"NoMemory","recency",567.011483629605,7
36,26,"18-27","High school diploma/A-levels","Female",36,"NoMemory","surprise+",696.91546580484,7
36,26,"18-27","High school diploma/A-levels","Female",36,"NoMemory","surprise+_static",1952.70786825999,21
37,41,"38-47","Undergraduate degree (BA/BSc/other)","Female",37,"Memory","full",631.612486198368,7
37,41,"38-47","Undergraduate degree (BA/BSc/other)","Female",37,"Memory","GP",730.907264909183,7
37,41,"38-47","Undergraduate degree (BA/BSc/other)","Female",37,"Memory","recency",617.072879400623,7
37,41,"38-47","Undergraduate degree (BA/BSc/other)","Female",37,"Memory","surprise+",616.311264150323,7
37,41,"38-47","Undergraduate degree (BA/BSc/other)","Female",37,"Memory","surprise+_static",1983.96453375061,21
37,41,"38-47","Undergraduate degree (BA/BSc/other)","Female",37,"NoMemory","full",627.617347540322,7
37,41,"38-47","Undergraduate degree (BA/BSc/other)","Female",37,"NoMemory","GP",777.271306030152,7
37,41,"38-47","Undergraduate degree (BA/BSc/other)","Female",37,"NoMemory","recency",629.799142888565,7
37,41,"38-47","Undergraduate degree (BA/BSc/other)","Female",37,"NoMemory","surprise+",779.818944504224,7
37,41,"38-47","Undergraduate degree (BA/BSc/other)","Female",37,"NoMemory","surprise+_static",2267.88361035785,21
38,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",38,"Memory","full",538.720068565309,7
38,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",38,"Memory","GP",553.788583257566,7
38,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",38,"Memory","recency",573.936100963406,7
38,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",38,"Memory","surprise+",534.982440472809,7
38,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",38,"Memory","surprise+_static",1558.24052286523,21
38,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",38,"NoMemory","full",574.013340989755,7
38,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",38,"NoMemory","GP",561.315527890004,7
38,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",38,"NoMemory","recency",548.70460235585,7
38,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",38,"NoMemory","surprise+",560.313028073905,7
38,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",38,"NoMemory","surprise+_static",1712.9740868429,21
39,57,"48-57","Doctorate degree (PhD/other)","Male",39,"Memory","full",529.258466462862,7
39,57,"48-57","Doctorate degree (PhD/other)","Male",39,"Memory","GP",668.689402948565,7
39,57,"48-57","Doctorate degree (PhD/other)","Male",39,"Memory","recency",543.643485684338,7
39,57,"48-57","Doctorate degree (PhD/other)","Male",39,"Memory","surprise+",722.448351952032,7
39,57,"48-57","Doctorate degree (PhD/other)","Male",39,"Memory","surprise+_static",2015.04341528514,21
39,57,"48-57","Doctorate degree (PhD/other)","Male",39,"NoMemory","full",626.55051383721,7
39,57,"48-57","Doctorate degree (PhD/other)","Male",39,"NoMemory","GP",767.083421724941,7
39,57,"48-57","Doctorate degree (PhD/other)","Male",39,"NoMemory","recency",619.644358350168,7
39,57,"48-57","Doctorate degree (PhD/other)","Male",39,"NoMemory","surprise+",744.419007447909,7
39,57,"48-57","Doctorate degree (PhD/other)","Male",39,"NoMemory","surprise+_static",2097.38916498171,21
40,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",40,"Memory","full",542.470932194534,7
40,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",40,"Memory","GP",690.747313655887,7
40,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",40,"Memory","recency",540.358961608246,7
40,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",40,"Memory","surprise+",695.626823808706,7
40,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",40,"Memory","surprise+_static",1898.63788247227,21
40,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",40,"NoMemory","full",544.807682291813,7
40,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",40,"NoMemory","GP",764.056270389701,7
40,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",40,"NoMemory","recency",574.0344143936,7
40,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",40,"NoMemory","surprise+",608.993528419186,7
40,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",40,"NoMemory","surprise+_static",1785.9692036096,21
41,72,"68-77","Undergraduate degree (BA/BSc/other)","Male",41,"Memory","full",630.422244001253,7
41,72,"68-77","Undergraduate degree (BA/BSc/other)","Male",41,"Memory","GP",682.429583651389,7
41,72,"68-77","Undergraduate degree (BA/BSc/other)","Male",41,"Memory","recency",633.035188506823,7
41,72,"68-77","Undergraduate degree (BA/BSc/other)","Male",41,"Memory","surprise+",739.388842349668,7
41,72,"68-77","Undergraduate degree (BA/BSc/other)","Male",41,"Memory","surprise+_static",2069.06167511481,21
41,72,"68-77","Undergraduate degree (BA/BSc/other)","Male",41,"NoMemory","full",579.631286217452,7
41,72,"68-77","Undergraduate degree (BA/BSc/other)","Male",41,"NoMemory","GP",638.467407013885,7
41,72,"68-77","Undergraduate degree (BA/BSc/other)","Male",41,"NoMemory","recency",612.084991040551,7
41,72,"68-77","Undergraduate degree (BA/BSc/other)","Male",41,"NoMemory","surprise+",593.555482509723,7
41,72,"68-77","Undergraduate degree (BA/BSc/other)","Male",41,"NoMemory","surprise+_static",1833.17907804732,21
42,63,"58-67","Undergraduate degree (BA/BSc/other)","Male",42,"Memory","full",617.42460366542,7
42,63,"58-67","Undergraduate degree (BA/BSc/other)","Male",42,"Memory","GP",728.21886429981,7
42,63,"58-67","Undergraduate degree (BA/BSc/other)","Male",42,"Memory","recency",618.892112185179,7
42,63,"58-67","Undergraduate degree (BA/BSc/other)","Male",42,"Memory","surprise+",724.192667631172,7
42,63,"58-67","Undergraduate degree (BA/BSc/other)","Male",42,"Memory","surprise+_static",2060.04079989692,21
42,63,"58-67","Undergraduate degree (BA/BSc/other)","Male",42,"NoMemory","full",701.820668963154,7
42,63,"58-67","Undergraduate degree (BA/BSc/other)","Male",42,"NoMemory","GP",722.742396916095,7
42,63,"58-67","Undergraduate degree (BA/BSc/other)","Male",42,"NoMemory","recency",670.95727839849,7
42,63,"58-67","Undergraduate degree (BA/BSc/other)","Male",42,"NoMemory","surprise+",730.132491756776,7
42,63,"58-67","Undergraduate degree (BA/BSc/other)","Male",42,"NoMemory","surprise+_static",2140.6506501103,21
43,21,"18-27","High school diploma/A-levels","Female",43,"Memory","full",703.716278976062,7
43,21,"18-27","High school diploma/A-levels","Female",43,"Memory","GP",745.412900855827,7
43,21,"18-27","High school diploma/A-levels","Female",43,"Memory","recency",693.406335949414,7
43,21,"18-27","High school diploma/A-levels","Female",43,"Memory","surprise+",660.438612819,7
43,21,"18-27","High school diploma/A-levels","Female",43,"Memory","surprise+_static",2055.07992067193,21
43,21,"18-27","High school diploma/A-levels","Female",43,"NoMemory","full",646.982850251842,7
43,21,"18-27","High school diploma/A-levels","Female",43,"NoMemory","GP",602.697330179073,7
43,21,"18-27","High school diploma/A-levels","Female",43,"NoMemory","recency",658.119849008661,7
43,21,"18-27","High school diploma/A-levels","Female",43,"NoMemory","surprise+",674.429528638881,7
43,21,"18-27","High school diploma/A-levels","Female",43,"NoMemory","surprise+_static",1948.76996647339,21
44,28,"28-37","Technical/community college","Male",44,"Memory","full",601.928115190663,7
44,28,"28-37","Technical/community college","Male",44,"Memory","GP",663.087381663577,7
44,28,"28-37","Technical/community college","Male",44,"Memory","recency",581.862377976298,7
44,28,"28-37","Technical/community college","Male",44,"Memory","surprise+",683.400561425347,7
44,28,"28-37","Technical/community college","Male",44,"Memory","surprise+_static",2005.28247369696,21
44,28,"28-37","Technical/community college","Male",44,"NoMemory","full",521.451310639655,7
44,28,"28-37","Technical/community college","Male",44,"NoMemory","GP",666.523473875798,7
44,28,"28-37","Technical/community college","Male",44,"NoMemory","recency",573.576709848711,7
44,28,"28-37","Technical/community college","Male",44,"NoMemory","surprise+",675.61616144985,7
44,28,"28-37","Technical/community college","Male",44,"NoMemory","surprise+_static",1706.63002264675,21
45,33,"28-37","High school diploma/A-levels","Female",45,"Memory","full",549.47952945273,7
45,33,"28-37","High school diploma/A-levels","Female",45,"Memory","GP",698.578799995352,7
45,33,"28-37","High school diploma/A-levels","Female",45,"Memory","recency",554.517697285982,7
45,33,"28-37","High school diploma/A-levels","Female",45,"Memory","surprise+",724.532511194087,7
45,33,"28-37","High school diploma/A-levels","Female",45,"Memory","surprise+_static",1982.12287195863,21
45,33,"28-37","High school diploma/A-levels","Female",45,"NoMemory","full",600.165310637181,7
45,33,"28-37","High school diploma/A-levels","Female",45,"NoMemory","GP",628.030619887149,7
45,33,"28-37","High school diploma/A-levels","Female",45,"NoMemory","recency",640.572074343017,7
