"UID","env","scenario","trial","x","y","z","chosen"
"276",19,2,4,9,3,0.2,43
"276",19,2,5,10,4,0.46,55
"276",19,2,6,10,4,0.49,55
"276",19,2,7,10,4,0.49,55
"276",19,2,8,10,4,0.49,55
"276",19,2,9,10,4,0.5,55
"276",19,2,10,10,4,0.5,55
"276",19,2,11,10,4,0.5,55
"276",19,2,12,10,4,0.5,55
"276",19,2,13,10,4,0.5,55
"276",19,2,14,4,1,0.15,16
"277",13,1,1,6,0,-0.03,7
"277",13,1,2,6,2,-0.04,29
"277",13,1,3,4,2,-0.33,27
"277",13,1,4,3,4,0.02,48
"277",13,1,5,6,5,0.09,62
"277",13,1,6,3,7,-0.06,81
"277",13,1,7,7,8,-0.29,96
"277",13,1,8,9,5,0.08,65
"277",13,1,9,8,3,0.17,42
"277",13,1,10,7,3,0.07,41
"277",13,1,11,10,1,0.26,22
"277",13,1,12,10,2,0.51,33
"277",13,1,13,9,2,0.39,32
"277",13,1,14,10,5,0.2,66
"278",12,2,1,5,9,-0.24,105
"278",12,2,2,5,8,0.07,94
"278",12,2,3,5,7,0.23,83
"278",12,2,4,5,6,0.31,72
"278",12,2,5,6,6,0.04,73
"278",12,2,6,5,5,0.33,61
"278",12,2,7,4,5,0.41,60
"278",12,2,8,4,5,0.41,60
"278",12,2,9,4,6,0.46,71
"278",12,2,10,4,7,0.49,82
"278",12,2,11,4,8,0.33,93
"278",12,2,12,3,6,0.43,70
"278",12,2,13,3,7,0.51,81
"278",12,2,14,7,1,-0.27,19
"281",4,1,1,1,2,-0.3,24
"281",4,1,2,1,9,-0.07,101
"281",4,1,3,9,9,-0.04,109
"281",4,1,4,9,2,0.25,32
"281",4,1,5,9,1,0.24,21
"281",4,1,6,9,3,0.16,43
"281",4,1,7,8,2,0.33,31
"281",4,1,8,10,2,0.24,33
"281",4,1,9,7,2,0.43,30
"281",4,1,10,7,3,0.51,41
"281",4,1,11,7,4,0.37,52
"281",4,1,12,6,3,0.44,40
"281",4,1,13,6,2,0.38,29
"281",4,1,14,7,0,0.06,8
"283",16,1,1,10,1,-0.09,22
"283",16,1,2,8,0,-0.03,9
"283",16,1,3,10,4,-0.22,55
"283",16,1,4,6,0,-0.14,7
"283",16,1,5,7,3,-0.16,41
"283",16,1,6,6,3,-0.1,40
"283",16,1,7,8,2,-0.26,31
"283",16,1,8,1,0,0.33,2
"283",16,1,9,0,0,0.49,1
"283",16,1,10,0,1,0.39,12
"283",16,1,11,1,1,0.4,13
"283",16,1,12,2,0,0.1,3
"283",16,1,13,2,1,0.26,14
"283",16,1,14,0,2,0.15,23
"284",19,2,1,9,4,0.29,54
"284",19,2,2,10,4,0.5,55
"284",19,2,3,10,3,0.43,44
"284",19,2,4,10,5,0.38,66
"284",19,2,5,10,4,0.48,55
"284",19,2,6,10,4,0.49,55
"284",19,2,7,10,4,0.49,55
"284",19,2,8,10,4,0.49,55
"284",19,2,9,10,4,0.48,55
"284",19,2,10,10,4,0.48,55
"284",19,2,11,10,4,0.49,55
"284",19,2,12,10,4,0.5,55
"284",19,2,13,10,4,0.5,55
"284",19,2,14,1,0,-0.05,2
"285",11,1,1,8,1,0.38,20
"285",11,1,2,8,1,0.39,20
"285",11,1,3,8,2,0.35,31
"285",11,1,4,8,3,0.12,42
"285",11,1,5,8,0,0.22,9
"285",11,1,6,7,1,0.5,19
"285",11,1,7,7,2,0.46,30
"285",11,1,8,6,1,0.48,18
"285",11,1,9,6,2,0.5,29
"285",11,1,10,5,2,0.47,28
"285",11,1,11,5,1,0.35,17
"285",11,1,12,4,1,0.14,16
"285",11,1,13,4,2,0.35,27
"285",11,1,14,9,2,0.09,32
"286",0,2,1,1,6,0.05,68
"286",0,2,2,2,6,0.06,69
"286",0,2,3,3,6,-0.14,70
"286",0,2,4,0,5,0.13,56
"286",0,2,5,0,4,0.17,45
"286",0,2,6,0,3,0.1,34
"286",0,2,7,1,4,0.03,46
"286",0,2,8,1,8,0.11,90
"286",0,2,9,2,8,0.22,91
"286",0,2,10,2,9,0.36,102
"286",0,2,11,3,10,0.21,114
"286",0,2,12,2,10,0.21,113
"286",0,2,13,1,10,0.07,112
"286",0,2,14,2,5,0.06,58
"287",16,1,1,9,5,-0.03,65
"287",16,1,2,7,5,0.16,63
"287",16,1,3,6,5,0.08,62
"287",16,1,4,8,5,0.09,64
"287",16,1,5,7,6,0.19,74
"287",16,1,6,7,7,0.1,85
"287",16,1,7,7,4,0,52
"287",16,1,8,7,6,0.19,74
"287",16,1,9,7,6,0.18,74
"287",16,1,10,7,6,0.18,74
"287",16,1,11,7,6,0.19,74
"287",16,1,12,7,6,0.19,74
"287",16,1,13,7,6,0.18,74
"287",16,1,14,10,9,0.03,110
"288",14,2,1,7,2,0.07,30
"288",14,2,2,6,3,-0.28,40
"288",14,2,3,6,1,0.32,18
"288",14,2,4,6,0,0.47,7
"288",14,2,5,5,1,0.31,17
"288",14,2,6,5,0,0.38,6
"288",14,2,7,7,0,0.34,8
"288",14,2,8,7,1,0.24,19
"288",14,2,9,8,1,0.13,20
"288",14,2,10,8,0,0.11,9
"288",14,2,11,6,2,0.05,29
"288",14,2,12,5,2,0.07,28
"288",14,2,13,4,2,0.19,27
"288",14,2,14,9,6,-0.22,76
"289",17,1,1,3,1,-0.46,15
"289",17,1,2,6,5,-0.11,62
"289",17,1,3,8,7,-0.13,86
"289",17,1,4,3,8,0.31,92
"289",17,1,5,2,8,0.36,91
"289",17,1,6,2,9,0.13,102
"289",17,1,7,3,8,0.33,92
"289",17,1,8,3,9,0.14,103
"289",17,1,9,2,7,0.5,80
"289",17,1,10,1,7,0.32,79
"289",17,1,11,1,6,0.34,68
"289",17,1,12,2,6,0.47,69
"289",17,1,13,3,6,0.3,70
"289",17,1,14,8,1,0.02,20
"292",17,2,1,6,4,-0.17,51
"292",17,2,2,1,8,0.18,90
"292",17,2,3,0,0,-0.33,1
"292",17,2,4,10,0,0.02,11
"292",17,2,5,10,10,0,121
"292",17,2,6,4,10,0,115
"292",17,2,7,4,0,-0.37,5
"292",17,2,8,1,9,-0.02,101
"292",17,2,9,1,5,0.24,57
"292",17,2,10,1,4,0.05,46
"292",17,2,11,0,5,0.01,56
"292",17,2,12,2,5,0.27,58
"292",17,2,13,3,5,0.08,59
"292",17,2,14,9,5,-0.13,65
"293",12,1,1,7,0,-0.22,8
"293",12,1,2,1,8,0.1,90
"293",12,1,3,2,10,-0.07,113
"293",12,1,4,1,9,0.1,101
"293",12,1,5,1,7,0.09,79
"293",12,1,6,0,7,-0.06,78
"293",12,1,7,1,5,0.1,57
"293",12,1,8,5,6,0.26,72
"293",12,1,9,6,6,0.03,73
"293",12,1,10,5,7,0.24,83
"293",12,1,11,4,6,0.46,71
"293",12,1,12,3,6,0.44,70
"293",12,1,13,2,6,0.27,69
"293",12,1,14,7,4,0.06,52
"294",12,2,1,10,1,0.02,22
"294",12,2,2,9,2,-0.01,32
"294",12,2,3,8,0,-0.1,9
"294",12,2,4,10,3,0.06,44
"294",12,2,5,10,5,-0.05,66
"294",12,2,6,10,0,-0.07,11
"294",12,2,7,5,2,-0.19,28
"294",12,2,8,6,7,-0.05,84
"294",12,2,9,4,6,0.45,71
"294",12,2,10,3,6,0.43,70
"294",12,2,11,4,7,0.47,82
"294",12,2,12,4,8,0.33,93
"294",12,2,13,5,7,0.26,83
"294",12,2,14,3,8,0.42,92
"295",3,1,1,9,9,-0.12,109
"295",3,1,2,2,2,0.24,25
"295",3,1,3,2,1,-0.04,14
"295",3,1,4,1,3,0.49,35
"295",3,1,5,1,4,0.39,46
"295",3,1,6,0,3,0.48,34
"295",3,1,7,0,2,0.39,23
"295",3,1,8,1,2,0.37,24
"295",3,1,9,0,4,0.37,45
"295",3,1,10,2,4,0.33,47
"295",3,1,11,2,3,0.34,36
"295",3,1,12,0,1,0.14,12
"295",3,1,13,7,3,-0.01,41
"295",3,1,14,4,7,-0.1,82
"296",18,2,1,4,10,0.09,115
"296",18,2,2,4,9,0.18,104
"296",18,2,3,4,8,0.21,93
"296",18,2,4,4,7,0.15,82
"296",18,2,5,3,9,0.05,103
"296",18,2,6,6,8,0.31,95
"296",18,2,7,6,9,0.32,106
"296",18,2,8,6,8,0.34,95
"296",18,2,9,6,9,0.33,106
"296",18,2,10,6,8,0.32,95
"296",18,2,11,6,9,0.32,106
"296",18,2,12,6,9,0.33,106
"296",18,2,13,4,9,0.15,104
"296",18,2,14,2,9,-0.07,102
"297",10,1,1,10,6,-0.27,77
"297",10,1,2,3,9,0.25,103
"297",10,1,3,2,9,0.2,102
"297",10,1,4,2,8,0.02,91
"297",10,1,5,3,8,0.03,92
"297",10,1,6,4,9,0.32,104
"297",10,1,7,5,9,0.23,105
"297",10,1,8,6,9,0.03,106
"297",10,1,9,4,10,0.32,115
"297",10,1,10,4,8,0.1,93
"297",10,1,11,3,10,0.33,114
"297",10,1,12,2,10,0.31,113
"297",10,1,13,3,10,0.33,114
"297",10,1,14,4,3,0.43,38
"299",19,1,1,2,5,-0.08,58
"299",19,1,2,7,8,-0.08,96
"299",19,1,3,3,4,0.02,48
"299",19,1,4,6,2,0.24,29
"299",19,1,5,6,5,0.25,62
"299",19,1,6,8,2,-0.06,31
"299",19,1,7,9,5,0.24,65
"299",19,1,8,4,8,0.21,93
"299",19,1,9,6,4,0.26,51
"299",19,1,10,4,5,0.2,60
"299",19,1,11,5,6,0.33,72
"299",19,1,12,5,3,0.26,39
"299",19,1,13,8,3,0.11,42
"299",19,1,14,4,6,0.33,71
"300",3,2,1,8,1,0.16,20
"300",3,2,2,8,2,0.13,31
"300",3,2,3,8,0,0.17,9
"300",3,2,4,8,1,0.15,20
"300",3,2,5,7,1,0.08,19
"300",3,2,6,9,1,0.12,21
"300",3,2,7,9,2,0.08,32
"300",3,2,8,8,1,0.15,20
"300",3,2,9,8,1,0.15,20
"300",3,2,10,8,1,0.16,20
"300",3,2,11,8,1,0.15,20
"300",3,2,12,8,1,0.17,20
"300",3,2,13,8,1,0.15,20
"300",3,2,14,0,4,0.37,45
"301",18,1,1,0,9,-0.19,100
"301",18,1,2,3,5,-0.18,59
"301",18,1,3,1,1,0.17,13
"301",18,1,4,0,0,0.19,1
"301",18,1,5,1,0,0.16,2
"301",18,1,6,2,0,0.1,3
"301",18,1,7,0,1,0.2,12
"301",18,1,8,2,1,0.07,14
"301",18,1,9,2,2,-0.11,25
"301",18,1,10,3,1,-0.05,15
"301",18,1,11,1,2,0,24
"301",18,1,12,0,2,0.04,23
"301",18,1,13,3,0,0.03,4
"301",18,1,14,10,10,0.01,121
"302",3,2,1,0,7,0.03,78
"302",3,2,2,1,7,-0.08,79
"302",3,2,3,0,6,0.06,67
"302",3,2,4,0,5,0.17,56
"302",3,2,5,0,4,0.38,45
"302",3,2,6,0,3,0.47,34
"302",3,2,7,0,2,0.39,23
"302",3,2,8,1,3,0.51,35
"302",3,2,9,1,2,0.4,24
"302",3,2,10,1,4,0.4,46
"302",3,2,11,2,3,0.36,36
"302",3,2,12,1,3,0.49,35
"302",3,2,13,1,3,0.49,35
"302",3,2,14,1,6,0.01,68
"305",19,1,1,6,3,0.26,40
"305",19,1,2,5,6,0.32,72
"305",19,1,3,2,8,0.03,91
"305",19,1,4,5,4,0.24,50
"305",19,1,5,6,5,0.26,62
"305",19,1,6,5,7,0.28,83
"305",19,1,7,8,6,0.01,75
"305",19,1,8,4,6,0.34,71
"305",19,1,9,3,6,0.22,70
"305",19,1,10,3,4,0,48
"305",19,1,11,4,2,0.13,27
"305",19,1,12,7,1,-0.08,19
"305",19,1,13,9,1,-0.33,21
"305",19,1,14,4,7,0.32,82
"306",13,2,1,0,7,0.05,78
"306",13,2,2,6,4,0.08,51
"306",13,2,3,2,1,0,14
"306",13,2,4,2,8,-0.01,91
"306",13,2,5,8,8,-0.15,97
"306",13,2,6,9,8,0.14,98
"306",13,2,7,9,7,0.19,87
"306",13,2,8,10,7,0.4,88
"306",13,2,9,10,6,0.34,77
"306",13,2,10,10,8,0.3,99
"306",13,2,11,10,7,0.4,88
"306",13,2,12,10,7,0.42,88
"306",13,2,13,10,7,0.43,88
"306",13,2,14,8,9,-0.14,108
"307",4,1,1,1,1,-0.41,13
"307",4,1,2,7,9,0.05,107
"307",4,1,3,9,7,-0.26,87
"307",4,1,4,5,10,0.05,116
"307",4,1,5,5,7,-0.32,83
"307",4,1,6,6,8,-0.18,95
"307",4,1,7,6,0,0.16,7
"307",4,1,8,7,1,0.22,19
"307",4,1,9,8,2,0.34,31
"307",4,1,10,9,3,0.16,43
"307",4,1,11,9,2,0.25,32
"307",4,1,12,9,1,0.22,21
"307",4,1,13,7,3,0.5,41
"307",4,1,14,8,1,0.21,20
"308",5,2,1,5,5,0.09,61
"308",5,2,2,5,6,0.15,72
"308",5,2,3,5,6,0.15,72
"308",5,2,4,5,6,0.14,72
"308",5,2,5,5,6,0.15,72
"308",5,2,6,7,2,0.38,30
"308",5,2,7,7,3,0.32,41
"308",5,2,8,7,2,0.37,30
"308",5,2,9,7,2,0.37,30
"308",5,2,10,7,2,0.38,30
"308",5,2,11,7,2,0.36,30
"308",5,2,12,7,2,0.37,30
"308",5,2,13,7,2,0.37,30
"308",5,2,14,8,0,0.29,9
"309",16,1,1,6,10,-0.53,117
"309",16,1,2,5,2,-0.08,28
"309",16,1,3,2,8,-0.1,91
"309",16,1,4,1,4,0.26,46
"309",16,1,5,0,2,0.15,23
"309",16,1,6,1,3,0.31,35
"309",16,1,7,4,4,0.06,49
"309",16,1,8,2,4,0.36,47
"309",16,1,9,2,5,0.36,58
"309",16,1,10,2,4,0.39,47
"309",16,1,11,3,5,0.19,59
"309",16,1,12,2,5,0.35,58
"309",16,1,13,2,6,0.33,69
"309",16,1,14,2,3,0.41,36
"310",12,2,1,5,1,-0.39,17
"310",12,2,2,1,10,0.09,112
"310",12,2,3,4,10,-0.41,115
"310",12,2,4,1,6,0.07,68
"310",12,2,5,10,2,0.06,33
"310",12,2,6,7,4,0.08,52
"310",12,2,7,7,7,-0.26,85
"310",12,2,8,8,2,-0.07,31
"310",12,2,9,1,2,0.33,24
"310",12,2,10,1,1,0.42,13
"310",12,2,11,0,1,0.44,12
"310",12,2,12,0,0,0.34,1
"310",12,2,13,1,0,0.4,2
"310",12,2,14,9,2,-0.03,32
"312",10,2,1,7,4,-0.31,52
"312",10,2,2,1,9,0.22,101
"312",10,2,3,1,7,0.04,79
"312",10,2,4,3,9,0.25,103
"312",10,2,5,4,9,0.31,104
"312",10,2,6,5,9,0.25,105
"312",10,2,7,5,10,0.19,116
"312",10,2,8,4,8,0.09,93
"312",10,2,9,6,9,0.01,106
"312",10,2,10,2,10,0.31,113
"312",10,2,11,2,9,0.21,102
"312",10,2,12,1,10,0.33,112
"312",10,2,13,0,10,0.3,111
"312",10,2,14,4,7,-0.12,82
"313",7,1,1,8,5,0.2,64
"313",7,1,2,9,5,0.39,65
"313",7,1,3,10,5,0.46,66
"313",7,1,4,10,5,0.46,66
"313",7,1,5,10,5,0.47,66
"313",7,1,6,10,5,0.46,66
"313",7,1,7,10,5,0.48,66
"313",7,1,8,10,5,0.47,66
"313",7,1,9,10,5,0.46,66
"313",7,1,10,10,5,0.45,66
"313",7,1,11,10,5,0.46,66
"313",7,1,12,10,5,0.47,66
"313",7,1,13,10,5,0.49,66
"313",7,1,14,6,5,-0.12,62
"315",12,1,1,1,7,0.09,79
"315",12,1,2,2,7,0.32,80
"315",12,1,3,3,7,0.49,81
"315",12,1,4,4,7,0.49,82
"315",12,1,5,5,7,0.23,83
"315",12,1,6,4,8,0.33,93
"315",12,1,7,3,8,0.41,92
"315",12,1,8,3,9,0.1,103
"315",12,1,9,3,6,0.45,70
"315",12,1,10,4,6,0.47,71
"315",12,1,11,4,5,0.41,60
"315",12,1,12,3,5,0.33,59
"315",12,1,13,3,4,0.28,48
"315",12,1,14,2,5,0.22,58
"316",16,2,1,10,2,-0.13,33
"316",16,2,2,2,8,-0.12,91
"316",16,2,3,3,2,0.16,26
"316",16,2,4,3,2,0.17,26
"316",16,2,5,3,2,0.15,26
"316",16,2,6,3,2,0.17,26
"316",16,2,7,3,2,0.16,26
"316",16,2,8,3,2,0.15,26
"316",16,2,9,3,2,0.17,26
"316",16,2,10,3,2,0.17,26
"316",16,2,11,3,2,0.17,26
"316",16,2,12,3,2,0.17,26
"316",16,2,13,3,2,0.18,26
"316",16,2,14,3,8,-0.28,92
"317",9,1,1,6,0,0.15,7
"317",9,1,2,4,6,-0.13,71
"317",9,1,3,6,2,0.1,29
"317",9,1,4,6,1,0.13,18
"317",9,1,5,5,1,-0.06,17
"317",9,1,6,5,0,0.02,6
"317",9,1,7,6,0,0.15,7
"317",9,1,8,8,6,0.29,75
"317",9,1,9,8,7,0.16,86
"317",9,1,10,8,5,0.37,64
"317",9,1,11,7,5,0.44,63
"317",9,1,12,7,4,0.38,52
"317",9,1,13,8,4,0.39,53
"317",9,1,14,7,2,0.3,30
"318",13,2,1,3,3,-0.07,37
"318",13,2,2,8,8,-0.12,97
"318",13,2,3,9,1,0.22,21
"318",13,2,4,10,1,0.28,22
"318",13,2,5,10,0,0.05,11
"318",13,2,6,9,2,0.39,32
"318",13,2,7,9,3,0.37,43
"318",13,2,8,10,3,0.45,44
"318",13,2,9,10,2,0.51,33
"318",13,2,10,10,4,0.22,55
"318",13,2,11,9,4,0.17,54
"318",13,2,12,8,2,0.21,31
"318",13,2,13,8,3,0.18,42
"318",13,2,14,7,1,0.05,19
"323",19,1,1,1,6,-0.22,68
"323",19,1,2,4,7,0.34,82
"323",19,1,3,3,7,0.24,81
"323",19,1,4,4,7,0.34,82
"323",19,1,5,4,7,0.33,82
"323",19,1,6,5,7,0.25,83
"323",19,1,7,4,7,0.35,82
"323",19,1,8,4,8,0.21,93
"323",19,1,9,4,6,0.33,71
"323",19,1,10,4,5,0.24,60
"323",19,1,11,5,6,0.33,72
"323",19,1,12,4,6,0.32,71
"323",19,1,13,5,6,0.32,72
"323",19,1,14,5,10,0.09,116
"324",1,2,1,7,3,-0.26,41
"324",1,2,2,0,1,-0.12,12
"324",1,2,3,5,7,-0.38,83
"324",1,2,4,4,4,-0.45,49
"324",1,2,5,7,3,-0.29,41
"324",1,2,6,7,2,-0.16,30
"324",1,2,7,7,0,0.02,8
"324",1,2,8,5,0,0.09,6
"324",1,2,9,4,0,-0.08,5
"324",1,2,10,5,1,-0.06,17
"324",1,2,11,5,2,-0.14,28
"324",1,2,12,6,0,0.13,7
"324",1,2,13,6,1,0.01,18
"324",1,2,14,0,2,-0.12,23
"325",4,1,1,2,1,-0.18,14
"325",4,1,2,8,6,-0.16,75
"325",4,1,3,3,9,0.2,103
"325",4,1,4,3,10,0.11,114
"325",4,1,5,6,0,0.16,7
"325",4,1,6,6,1,0.26,18
"325",4,1,7,2,6,0.18,69
"325",4,1,8,2,5,0.12,58
"325",4,1,9,10,2,0.25,33
"325",4,1,10,10,1,0.29,22
"325",4,1,11,10,8,-0.11,99
"325",4,1,12,6,8,-0.17,95
"325",4,1,13,3,3,-0.07,37
"325",4,1,14,3,7,0.09,81
"326",19,2,1,0,3,-0.07,34
"326",19,2,2,7,4,0.22,52
"326",19,2,3,9,5,0.22,65
"326",19,2,4,9,7,-0.06,87
"326",19,2,5,10,5,0.38,66
"326",19,2,6,10,3,0.43,44
"326",19,2,7,10,4,0.51,55
"326",19,2,8,9,4,0.29,54
"326",19,2,9,9,3,0.21,43
"326",19,2,10,10,6,0.21,77
"326",19,2,11,9,6,0.07,76
"326",19,2,12,9,2,-0.05,32
"326",19,2,13,10,2,0.2,33
"326",19,2,14,8,7,-0.1,86
"327",13,1,1,8,0,0.11,9
"327",13,1,2,3,4,0.02,48
"327",13,1,3,1,9,-0.33,101
"327",13,1,4,8,3,0.17,42
"327",13,1,5,9,4,0.17,54
"327",13,1,6,10,2,0.51,33
"327",13,1,7,10,1,0.26,22
"327",13,1,8,10,3,0.44,44
"327",13,1,9,9,2,0.38,32
"327",13,1,10,9,1,0.21,21
"327",13,1,11,9,3,0.35,43
"327",13,1,12,8,2,0.19,31
"327",13,1,13,10,2,0.5,33
"327",13,1,14,9,0,0.09,10
"328",6,2,1,10,7,-0.45,88
"328",6,2,2,5,2,-0.3,28
"328",6,2,3,1,2,-0.04,24
"328",6,2,4,1,8,0.07,90
"328",6,2,5,1,9,-0.06,101
"328",6,2,6,0,8,-0.03,89
"328",6,2,7,2,8,0.24,91
"328",6,2,8,3,8,0.47,92
"328",6,2,9,3,8,0.45,92
"328",6,2,10,3,8,0.45,92
"328",6,2,11,3,8,0.46,92
"328",6,2,12,3,8,0.46,92
"328",6,2,13,3,8,0.45,92
"328",6,2,14,1,7,0.18,79
"330",19,2,1,0,8,-0.5,89
"330",19,2,2,6,7,0.1,84
"330",19,2,3,6,2,0.22,29
"330",19,2,4,5,0,0.25,6
"330",19,2,5,2,0,-0.06,3
"330",19,2,6,3,10,0,114
"330",19,2,7,5,10,0.11,116
"330",19,2,8,9,10,0.2,120
"330",19,2,9,9,4,0.28,54
"330",19,2,10,9,2,-0.06,32
"330",19,2,11,9,1,-0.32,21
"330",19,2,12,8,0,-0.39,9
"330",19,2,13,4,1,0.14,16
"330",19,2,14,5,2,0.24,28
"331",4,1,1,6,4,0.24,51
"331",4,1,2,6,5,-0.06,62
"331",4,1,3,5,4,0.02,50
"331",4,1,4,5,3,0.17,39
"331",4,1,5,6,3,0.42,40
"331",4,1,6,7,3,0.51,41
"331",4,1,7,7,4,0.37,52
"331",4,1,8,8,4,0.27,53
"331",4,1,9,8,3,0.35,42
"331",4,1,10,8,2,0.32,31
"331",4,1,11,7,2,0.42,30
"331",4,1,12,6,2,0.38,29
"331",4,1,13,6,1,0.25,18
"331",4,1,14,3,7,0.1,81
"332",16,2,1,9,9,-0.16,109
"332",16,2,2,9,9,-0.15,109
"332",16,2,3,9,2,-0.18,32
"332",16,2,4,2,9,-0.19,102
"332",16,2,5,2,2,0.35,25
"332",16,2,6,1,2,0.37,24
"332",16,2,7,1,1,0.41,13
"332",16,2,8,0,1,0.38,12
"332",16,2,9,0,0,0.49,1
"332",16,2,10,0,0,0.5,1
"332",16,2,11,0,0,0.52,1
"332",16,2,12,0,0,0.49,1
"332",16,2,13,0,0,0.49,1
"332",16,2,14,1,4,0.26,46
"333",2,1,1,7,10,0.2,118
"333",2,1,2,8,10,-0.04,119
"333",2,1,3,9,10,-0.29,120
"333",2,1,4,6,10,0.35,117
"333",2,1,5,5,10,0.25,116
"333",2,1,6,4,10,-0.06,115
"333",2,1,7,3,10,-0.38,114
"333",2,1,8,6,9,0.45,106
"333",2,1,9,6,8,0.5,95
"333",2,1,10,6,7,0.38,84
"333",2,1,11,6,6,0.14,73
"333",2,1,12,6,5,-0.05,62
"333",2,1,13,7,8,0.39,96
"333",2,1,14,7,6,0.05,74
"334",5,2,1,6,8,0.17,95
"334",5,2,2,0,0,-0.18,1
"334",5,2,3,6,8,0.14,95
"334",5,2,4,4,9,-0.09,104
"334",5,2,5,8,10,-0.12,119
"334",5,2,6,8,4,0.13,53
"334",5,2,7,10,0,0.09,11
"334",5,2,8,1,6,0.01,68
"334",5,2,9,5,3,0.25,39
"334",5,2,10,5,2,0.33,28
"334",5,2,11,6,3,0.25,40
"334",5,2,12,5,2,0.37,28
"334",5,2,13,5,2,0.38,28
"334",5,2,14,7,7,0.01,85
"335",2,1,1,3,1,0.11,15
"335",2,1,2,0,0,0.03,1
"335",2,1,3,4,2,0.36,27
"335",2,1,4,5,2,0.24,28
"335",2,1,5,4,3,0.36,38
"335",2,1,6,4,1,0.17,16
"335",2,1,7,4,4,0.18,49
"335",2,1,8,0,10,-0.3,111
"335",2,1,9,3,3,0.27,37
"335",2,1,10,3,2,0.23,26
"335",2,1,11,3,4,0.2,48
"335",2,1,12,2,3,0.16,36
"335",2,1,13,5,3,0.25,39
"335",2,1,14,6,4,-0.05,51
"336",18,2,1,10,0,0.25,11
"336",18,2,2,9,0,0.07,10
"336",18,2,3,9,1,-0.07,21
"336",18,2,4,10,1,0.14,22
"336",18,2,5,10,0,0.24,11
"336",18,2,6,10,2,-0.05,33
"336",18,2,7,8,0,-0.04,9
"336",18,2,8,8,1,-0.15,20
"336",18,2,9,10,3,-0.21,44
"336",18,2,10,7,0,-0.02,8
"336",18,2,11,4,7,0.14,82
"336",18,2,12,3,7,0.08,81
"336",18,2,13,3,6,0.02,70
"336",18,2,14,7,4,-0.44,52
"337",7,1,1,6,5,-0.14,62
"337",7,1,2,0,0,-0.13,1
"337",7,1,3,10,0,0.15,11
"337",7,1,4,10,10,0.36,121
"337",7,1,5,0,10,-0.12,111
"337",7,1,6,10,9,0.13,110
"337",7,1,7,10,8,0.02,99
"337",7,1,8,9,9,-0.02,109
"337",7,1,9,9,10,0.19,120
"337",7,1,10,8,10,-0.08,119
"337",7,1,11,7,10,-0.28,118
"337",7,1,12,8,9,-0.24,108
"337",7,1,13,7,2,-0.26,30
"337",7,1,14,10,5,0.47,66
"339",5,1,1,5,5,0.08,61
"339",5,1,2,5,7,0.25,83
"339",5,1,3,5,10,-0.08,116
"339",5,1,4,4,7,0.18,82
"339",5,1,5,6,8,0.16,95
"339",5,1,6,6,6,0.1,73
"339",5,1,7,5,8,0.16,94
"339",5,1,8,4,6,0.14,71
"339",5,1,9,5,6,0.15,72
"339",5,1,10,5,7,0.25,83
"339",5,1,11,6,7,0.2,84
"339",5,1,12,7,7,0.03,85
"339",5,1,13,5,8,0.18,94
"339",5,1,14,8,0,0.31,9
"341",15,1,1,3,9,-0.08,103
"341",15,1,2,5,5,-0.07,61
"341",15,1,3,7,2,-0.38,30
"341",15,1,4,9,7,0.02,87
"341",15,1,5,10,9,0.09,110
"341",15,1,6,1,2,-0.07,24
"341",15,1,7,2,4,0.16,47
"341",15,1,8,2,5,0.21,58
"341",15,1,9,2,6,0.23,69
"341",15,1,10,2,7,0.22,80
"341",15,1,11,3,7,0.35,81
"341",15,1,12,3,6,0.28,70
"341",15,1,13,3,5,0.18,59
"341",15,1,14,2,3,0.07,36
"342",7,2,1,4,0,-0.45,5
"342",7,2,2,2,9,-0.41,102
"342",7,2,3,7,5,-0.02,63
"342",7,2,4,9,8,0,98
"342",7,2,5,9,2,-0.08,32
"342",7,2,6,0,0,-0.11,1
"342",7,2,7,0,5,0.17,56
"342",7,2,8,0,6,0.18,67
"342",7,2,9,0,7,0.2,78
"342",7,2,10,0,8,0.15,89
"342",7,2,11,0,9,0.06,100
"342",7,2,12,0,10,-0.11,111
"342",7,2,13,0,7,0.19,78
"342",7,2,14,7,8,-0.3,96
"343",17,1,1,2,6,0.47,69
"343",17,1,2,2,7,0.5,80
"343",17,1,3,2,8,0.36,91
"343",17,1,4,1,6,0.36,68
"343",17,1,5,3,6,0.27,70
"343",17,1,6,2,5,0.28,58
"343",17,1,7,3,5,0.08,59
"343",17,1,8,3,7,0.37,81
"343",17,1,9,1,7,0.32,79
"343",17,1,10,8,8,-0.2,97
"343",17,1,11,6,2,-0.08,29
"343",17,1,12,9,1,0,21
"343",17,1,13,2,2,-0.43,25
"343",17,1,14,3,10,-0.02,114
"344",5,2,1,4,2,0.4,27
"344",5,2,2,5,2,0.36,28
"344",5,2,3,4,3,0.36,38
"344",5,2,4,5,3,0.23,39
"344",5,2,5,5,1,0.41,17
"344",5,2,6,4,1,0.32,16
"344",5,2,7,4,0,0.28,5
"344",5,2,8,5,0,0.42,6
"344",5,2,9,6,0,0.51,7
"344",5,2,10,7,0,0.45,8
"344",5,2,11,8,0,0.31,9
"344",5,2,12,9,0,0.17,10
"344",5,2,13,3,0,0.16,4
"344",5,2,14,3,1,0.22,15
"345",19,1,1,9,3,0.19,43
"345",19,1,2,10,2,0.2,33
"345",19,1,3,8,4,0.21,53
